char,font_face,font_size,font_version,width
m,Times New Roman,20,,31
n,Times New Roman,20,,20
o,Times New Roman,20,,19
p,Times New Roman,20,,20
q,Times New Roman,20,,20
r,Times New Roman,20,,13
s,Times New Roman,20,,16
t,Times New Roman,20,,11
u,Times New Roman,20,,20
v,Times New Roman,20,,19
w,Times New Roman,20,,29
x,Times New Roman,20,,19
y,Times New Roman,20,,18
z,Times New Roman,20,,17
{,Times New Roman,20,,19
|,Times New Roman,20,,8
},Times New Roman,20,,19
~,Times New Roman,20,,22
 ,Times New Roman,20,b,10
!,Times New Roman,20,b,13
"""",Times New Roman,20,b,22
#,Times New Roman,20,b,20
$,Times New Roman,20,b,20
%,Times New Roman,20,b,41
&,Times New Roman,20,b,33
',Times New Roman,20,b,11
(,Times New Roman,20,b,13
),Times New Roman,20,b,13
*,Times New Roman,20,b,20
+,Times New Roman,20,b,23
",",Times New Roman,20,b,10
-,Times New Roman,20,b,13
.,Times New Roman,20,b,10
/,Times New Roman,20,b,11
0,Times New Roman,20,b,20
1,Times New Roman,20,b,20
2,Times New Roman,20,b,20
3,Times New Roman,20,b,20
4,Times New Roman,20,b,20
5,Times New Roman,20,b,20
6,Times New Roman,20,b,20
7,Times New Roman,20,b,20
8,Times New Roman,20,b,20
9,Times New Roman,20,b,20
:,Times New Roman,20,b,13
;,Times New Roman,20,b,13
<,Times New Roman,20,b,23
=,Times New Roman,20,b,23
>,Times New Roman,20,b,23
?,Times New Roman,20,b,20
@,Times New Roman,20,b,37
A,Times New Roman,20,b,29
B,Times New Roman,20,b,27
C,Times New Roman,20,b,29
D,Times New Roman,20,b,29
E,Times New Roman,20,b,27
F,Times New Roman,20,b,25
G,Times New Roman,20,b,31
H,Times New Roman,20,b,31
I,Times New Roman,20,b,16
J,Times New Roman,20,b,20
K,Times New Roman,20,b,31
L,Times New Roman,20,b,27
M,Times New Roman,20,b,38
N,Times New Roman,20,b,29
O,Times New Roman,20,b,31
P,Times New Roman,20,b,25
Q,Times New Roman,20,b,31
R,Times New Roman,20,b,29
S,Times New Roman,20,b,22
T,Times New Roman,20,b,27
U,Times New Roman,20,b,29
V,Times New Roman,20,b,29
W,Times New Roman,20,b,40
X,Times New Roman,20,b,29
Y,Times New Roman,20,b,29
Z,Times New Roman,20,b,27
[,Times New Roman,20,b,13
\,Times New Roman,20,b,11
],Times New Roman,20,b,13
^,Times New Roman,20,b,23
_,Times New Roman,20,b,20
`,Times New Roman,20,b,13
a,Times New Roman,20,b,20
b,Times New Roman,20,b,22
c,Times New Roman,20,b,18
d,Times New Roman,20,b,22
e,Times New Roman,20,b,18
f,Times New Roman,20,b,14
g,Times New Roman,20,b,20
h,Times New Roman,20,b,21
i,Times New Roman,20,b,11
j,Times New Roman,20,b,13
k,Times New Roman,20,b,23
l,Times New Roman,20,b,11
m,Times New Roman,20,b,34
n,Times New Roman,20,b,21
o,Times New Roman,20,b,19
p,Times New Roman,20,b,22
q,Times New Roman,20,b,22
r,Times New Roman,20,b,18
s,Times New Roman,20,b,16
t,Times New Roman,20,b,13
u,Times New Roman,20,b,21
v,Times New Roman,20,b,20
w,Times New Roman,20,b,29
x,Times New Roman,20,b,20
y,Times New Roman,20,b,19
z,Times New Roman,20,b,17
{,Times New Roman,20,b,16
|,Times New Roman,20,b,9
},Times New Roman,20,b,16
~,Times New Roman,20,b,21
 ,Times New Roman,20,i,10
!,Times New Roman,20,i,12
"""",Times New Roman,20,i,18
#,Times New Roman,20,i,21
$,Times New Roman,20,i,20
%,Times New Roman,20,i,32
&,Times New Roman,20,i,30
',Times New Roman,20,i,11
(,Times New Roman,20,i,18
),Times New Roman,20,i,18
*,Times New Roman,20,i,20
+,Times New Roman,20,i,27
",",Times New Roman,20,i,11
-,Times New Roman,20,i,13
.,Times New Roman,20,i,10
/,Times New Roman,20,i,18
0,Times New Roman,20,i,20
1,Times New Roman,20,i,20
2,Times New Roman,20,i,20
3,Times New Roman,20,i,20
4,Times New Roman,20,i,20
5,Times New Roman,20,i,20
6,Times New Roman,20,i,21
7,Times New Roman,20,i,21
8,Times New Roman,20,i,20
9,Times New Roman,20,i,20
:,Times New Roman,20,i,13
;,Times New Roman,20,i,13
<,Times New Roman,20,i,27
=,Times New Roman,20,i,27
>,Times New Roman,20,i,27
?,Times New Roman,20,i,20
@,Times New Roman,20,i,37
A,Times New Roman,20,i,27
B,Times New Roman,20,i,25
C,Times New Roman,20,i,29
D,Times New Roman,20,i,31
E,Times New Roman,20,i,26
F,Times New Roman,20,i,28
G,Times New Roman,20,i,29
H,Times New Roman,20,i,34
I,Times New Roman,20,i,19
J,Times New Roman,20,i,25
K,Times New Roman,20,i,31
L,Times New Roman,20,i,24
M,Times New Roman,20,i,39
N,Times New Roman,20,i,33
O,Times New Roman,20,i,29
P,Times New Roman,20,i,26
Q,Times New Roman,20,i,29
R,Times New Roman,20,i,25
S,Times New Roman,20,i,22
T,Times New Roman,20,i,27
U,Times New Roman,20,i,33
V,Times New Roman,20,i,29
W,Times New Roman,20,i,37
X,Times New Roman,20,i,33
Y,Times New Roman,20,i,26
Z,Times New Roman,20,i,25
[,Times New Roman,20,i,19
\,Times New Roman,20,i,11
],Times New Roman,20,i,21
^,Times New Roman,20,i,19
_,Times New Roman,20,i,22
`,Times New Roman,20,i,13
a,Times New Roman,20,i,20
b,Times New Roman,20,i,20
c,Times New Roman,20,i,18
d,Times New Roman,20,i,24
e,Times New Roman,20,i,18
f,Times New Roman,20,i,27
g,Times New Roman,20,i,23
h,Times New Roman,20,i,20
i,Times New Roman,20,i,12
j,Times New Roman,20,i,19
k,Times New Roman,20,i,20
l,Times New Roman,20,i,13
m,Times New Roman,20,i,29
n,Times New Roman,20,i,20
o,Times New Roman,20,i,20
p,Times New Roman,20,i,25
q,Times New Roman,20,i,20
r,Times New Roman,20,i,16
s,Times New Roman,20,i,17
t,Times New Roman,20,i,12
u,Times New Roman,20,i,20
v,Times New Roman,20,i,18
w,Times New Roman,20,i,26
x,Times New Roman,20,i,20
y,Times New Roman,20,i,22
z,Times New Roman,20,i,18
{,Times New Roman,20,i,20
|,Times New Roman,20,i,11
},Times New Roman,20,i,19
~,Times New Roman,20,i,22
 ,Times New Roman,20,bi,10
!,Times New Roman,20,bi,14
"""",Times New Roman,20,bi,22
#,Times New Roman,20,bi,19
$,Times New Roman,20,bi,20
%,Times New Roman,20,bi,33
&,Times New Roman,20,bi,31
',Times New Roman,20,bi,13
(,Times New Roman,20,bi,18
),Times New Roman,20,bi,18
*,Times New Roman,20,bi,21
+,Times New Roman,20,bi,23
",",Times New Roman,20,bi,11
-,Times New Roman,20,bi,13
.,Times New Roman,20,bi,11
/,Times New Roman,20,bi,21
0,Times New Roman,20,bi,20
1,Times New Roman,20,bi,20
2,Times New Roman,20,bi,20
3,Times New Roman,20,bi,20
4,Times New Roman,20,bi,20
5,Times New Roman,20,bi,21
6,Times New Roman,20,bi,21
7,Times New Roman,20,bi,23
8,Times New Roman,20,bi,20
9,Times New Roman,20,bi,20
:,Times New Roman,20,bi,13
;,Times New Roman,20,bi,14
<,Times New Roman,20,bi,23
=,Times New Roman,20,bi,23
>,Times New Roman,20,bi,23
?,Times New Roman,20,bi,20
@,Times New Roman,20,bi,36
A,Times New Roman,20,bi,30
B,Times New Roman,20,bi,29
C,Times New Roman,20,bi,30
D,Times New Roman,20,bi,31
E,Times New Roman,20,bi,30
F,Times New Roman,20,bi,30
G,Times New Roman,20,bi,30
H,Times New Roman,20,bi,37
I,Times New Roman,20,bi,21
J,Times New Roman,20,bi,26
K,Times New Roman,20,bi,33
L,Times New Roman,20,bi,26
M,Times New Roman,20,bi,42
N,Times New Roman,20,bi,35
O,Times New Roman,20,bi,29
P,Times New Roman,20,bi,28
Q,Times New Roman,20,bi,29
R,Times New Roman,20,bi,29
S,Times New Roman,20,bi,24
T,Times New Roman,20,bi,28
U,Times New Roman,20,bi,33
V,Times New Roman,20,bi,30
W,Times New Roman,20,bi,41
X,Times New Roman,20,bi,34
Y,Times New Roman,20,bi,30
Z,Times New Roman,20,bi,29
[,Times New Roman,20,bi,19
\,Times New Roman,20,bi,11
],Times New Roman,20,bi,19
^,Times New Roman,20,bi,23
_,Times New Roman,20,bi,24
`,Times New Roman,20,bi,13
a,Times New Roman,20,bi,20
b,Times New Roman,20,bi,20
c,Times New Roman,20,bi,18
d,Times New Roman,20,bi,23
e,Times New Roman,20,bi,18
f,Times New Roman,20,bi,28
g,Times New Roman,20,bi,24
h,Times New Roman,20,bi,22
i,Times New Roman,20,bi,12
j,Times New Roman,20,bi,19
k,Times New Roman,20,bi,21
l,Times New Roman,20,bi,14
m,Times New Roman,20,bi,33
n,Times New Roman,20,bi,22
o,Times New Roman,20,bi,20
p,Times New Roman,20,bi,25
q,Times New Roman,20,bi,20
r,Times New Roman,20,bi,17
s,Times New Roman,20,bi,17
t,Times New Roman,20,bi,13
u,Times New Roman,20,bi,22
v,Times New Roman,20,bi,18
w,Times New Roman,20,bi,27
x,Times New Roman,20,bi,23
y,Times New Roman,20,bi,22
z,Times New Roman,20,bi,17
{,Times New Roman,20,bi,19
|,Times New Roman,20,bi,9
},Times New Roman,20,bi,18
~,Times New Roman,20,bi,23
 ,Verdana,9,,6
!,Verdana,9,,7
"""",Verdana,9,,8
#,Verdana,9,,15
$,Verdana,9,,11
%,Verdana,9,,19
&,Verdana,9,,13
',Verdana,9,,5
(,Verdana,9,,8
),Verdana,9,,8
*,Verdana,9,,11
+,Verdana,9,,15
",",Verdana,9,,7
-,Verdana,9,,8
.,Verdana,9,,7
/,Verdana,9,,8
0,Verdana,9,,11
1,Verdana,9,,11
2,Verdana,9,,11
3,Verdana,9,,11
4,Verdana,9,,11
5,Verdana,9,,11
6,Verdana,9,,11
7,Verdana,9,,11
8,Verdana,9,,11
9,Verdana,9,,11
:,Verdana,9,,8
;,Verdana,9,,8
<,Verdana,9,,15
=,Verdana,9,,15
>,Verdana,9,,15
?,Verdana,9,,10
@,Verdana,9,,18
A,Verdana,9,,12
B,Verdana,9,,12
C,Verdana,9,,13
D,Verdana,9,,14
E,Verdana,9,,11
F,Verdana,9,,10
G,Verdana,9,,14
H,Verdana,9,,14
I,Verdana,9,,8
J,Verdana,9,,8
K,Verdana,9,,12
L,Verdana,9,,10
M,Verdana,9,,15
N,Verdana,9,,13
O,Verdana,9,,14
P,Verdana,9,,11
Q,Verdana,9,,14
R,Verdana,9,,13
S,Verdana,9,,12
T,Verdana,9,,11
U,Verdana,9,,13
V,Verdana,9,,12
W,Verdana,9,,18
X,Verdana,9,,12
Y,Verdana,9,,11
Z,Verdana,9,,12
[,Verdana,9,,8
\,Verdana,9,,8
],Verdana,9,,8
^,Verdana,9,,15
_,Verdana,9,,11
`,Verdana,9,,11
a,Verdana,9,,11
b,Verdana,9,,11
c,Verdana,9,,9
d,Verdana,9,,11
e,Verdana,9,,11
f,Verdana,9,,6
g,Verdana,9,,11
h,Verdana,9,,11
i,Verdana,9,,5
j,Verdana,9,,6
k,Verdana,9,,11
l,Verdana,9,,5
m,Verdana,9,,18
n,Verdana,9,,11
o,Verdana,9,,11
p,Verdana,9,,11
q,Verdana,9,,11
r,Verdana,9,,8
s,Verdana,9,,9
t,Verdana,9,,7
u,Verdana,9,,11
v,Verdana,9,,11
w,Verdana,9,,15
x,Verdana,9,,11
y,Verdana,9,,11
z,Verdana,9,,9
{,Verdana,9,,11
|,Verdana,9,,8
},Verdana,9,,11
~,Verdana,9,,15
 ,Verdana,9,b,6
!,Verdana,9,b,7
"""",Verdana,9,b,11
#,Verdana,9,b,16
$,Verdana,9,b,13
%,Verdana,9,b,23
&,Verdana,9,b,16
',Verdana,9,b,6
(,Verdana,9,b,10
),Verdana,9,b,10
*,Verdana,9,b,13
+,Verdana,9,b,16
",",Verdana,9,b,7
-,Verdana,9,b,9
.,Verdana,9,b,7
/,Verdana,9,b,12
0,Verdana,9,b,13
1,Verdana,9,b,13
2,Verdana,9,b,13
3,Verdana,9,b,13
4,Verdana,9,b,13
5,Verdana,9,b,13
6,Verdana,9,b,13
7,Verdana,9,b,13
8,Verdana,9,b,13
9,Verdana,9,b,13
:,Verdana,9,b,7
;,Verdana,9,b,7
<,Verdana,9,b,16
=,Verdana,9,b,16
>,Verdana,9,b,16
?,Verdana,9,b,11
@,Verdana,9,b,17
A,Verdana,9,b,14
B,Verdana,9,b,14
C,Verdana,9,b,13
D,Verdana,9,b,15
E,Verdana,9,b,12
F,Verdana,9,b,12
G,Verdana,9,b,15
H,Verdana,9,b,15
I,Verdana,9,b,10
J,Verdana,9,b,10
K,Verdana,9,b,14
L,Verdana,9,b,11
M,Verdana,9,b,17
N,Verdana,9,b,15
O,Verdana,9,b,15
P,Verdana,9,b,13
Q,Verdana,9,b,15
R,Verdana,9,b,14
S,Verdana,9,b,13
T,Verdana,9,b,12
U,Verdana,9,b,15
V,Verdana,9,b,14
W,Verdana,9,b,20
X,Verdana,9,b,14
Y,Verdana,9,b,13
Z,Verdana,9,b,12
[,Verdana,9,b,10
\,Verdana,9,b,12
],Verdana,9,b,10
^,Verdana,9,b,16
_,Verdana,9,b,13
`,Verdana,9,b,13
a,Verdana,9,b,12
b,Verdana,9,b,13
c,Verdana,9,b,11
d,Verdana,9,b,13
e,Verdana,9,b,12
f,Verdana,9,b,8
g,Verdana,9,b,13
h,Verdana,9,b,13
i,Verdana,9,b,6
j,Verdana,9,b,7
k,Verdana,9,b,12
l,Verdana,9,b,6
m,Verdana,9,b,19
n,Verdana,9,b,13
o,Verdana,9,b,12
p,Verdana,9,b,13
q,Verdana,9,b,13
r,Verdana,9,b,9
s,Verdana,9,b,11
t,Verdana,9,b,8
u,Verdana,9,b,13
v,Verdana,9,b,12
w,Verdana,9,b,18
x,Verdana,9,b,12
y,Verdana,9,b,12
z,Verdana,9,b,11
{,Verdana,9,b,13
|,Verdana,9,b,10
},Verdana,9,b,13
~,Verdana,9,b,16
 ,Verdana,9,i,6
!,Verdana,9,i,7
"""",Verdana,9,i,9
#,Verdana,9,i,15
$,Verdana,9,i,11
%,Verdana,9,i,19
&,Verdana,9,i,13
',Verdana,9,i,6
(,Verdana,9,i,9
),Verdana,9,i,9
*,Verdana,9,i,11
+,Verdana,9,i,15
",",Verdana,9,i,8
-,Verdana,9,i,8
.,Verdana,9,i,7
/,Verdana,9,i,12
0,Verdana,9,i,11
1,Verdana,9,i,11
2,Verdana,9,i,11
3,Verdana,9,i,11
4,Verdana,9,i,11
5,Verdana,9,i,12
6,Verdana,9,i,11
7,Verdana,9,i,12
8,Verdana,9,i,11
9,Verdana,9,i,11
:,Verdana,9,i,8
;,Verdana,9,i,8
<,Verdana,9,i,15
=,Verdana,9,i,15
>,Verdana,9,i,15
?,Verdana,9,i,11
@,Verdana,9,i,18
A,Verdana,9,i,13
B,Verdana,9,i,12
C,Verdana,9,i,14
D,Verdana,9,i,14
E,Verdana,9,i,12
F,Verdana,9,i,12
G,Verdana,9,i,14
H,Verdana,9,i,14
I,Verdana,9,i,8
J,Verdana,9,i,10
K,Verdana,9,i,14
L,Verdana,9,i,10
M,Verdana,9,i,16
N,Verdana,9,i,14
O,Verdana,9,i,14
P,Verdana,9,i,12
Q,Verdana,9,i,14
R,Verdana,9,i,13
S,Verdana,9,i,12
T,Verdana,9,i,13
U,Verdana,9,i,14
V,Verdana,9,i,14
W,Verdana,9,i,19
X,Verdana,9,i,15
Y,Verdana,9,i,13
Z,Verdana,9,i,13
[,Verdana,9,i,9
\,Verdana,9,i,8
],Verdana,9,i,9
^,Verdana,9,i,15
_,Verdana,9,i,13
`,Verdana,9,i,11
a,Verdana,9,i,11
b,Verdana,9,i,11
c,Verdana,9,i,10
d,Verdana,9,i,12
e,Verdana,9,i,11
f,Verdana,9,i,9
g,Verdana,9,i,11
h,Verdana,9,i,11
i,Verdana,9,i,6
j,Verdana,9,i,10
k,Verdana,9,i,12
l,Verdana,9,i,6
m,Verdana,9,i,18
n,Verdana,9,i,11
o,Verdana,9,i,11
p,Verdana,9,i,12
q,Verdana,9,i,11
r,Verdana,9,i,10
s,Verdana,9,i,9
t,Verdana,9,i,8
u,Verdana,9,i,11
v,Verdana,9,i,12
w,Verdana,9,i,16
x,Verdana,9,i,13
y,Verdana,9,i,12
z,Verdana,9,i,11
{,Verdana,9,i,12
|,Verdana,9,i,8
},Verdana,9,i,12
~,Verdana,9,i,15
 ,Verdana,9,bi,6
!,Verdana,9,bi,8
"""",Verdana,9,bi,12
#,Verdana,9,bi,16
$,Verdana,9,bi,13
%,Verdana,9,bi,23
&,Verdana,9,bi,16
',Verdana,9,bi,7
(,Verdana,9,bi,11
),Verdana,9,bi,11
*,Verdana,9,bi,13
+,Verdana,9,bi,16
",",Verdana,9,bi,9
-,Verdana,9,bi,9
.,Verdana,9,bi,7
/,Verdana,9,bi,14
0,Verdana,9,bi,13
1,Verdana,9,bi,13
2,Verdana,9,bi,13
3,Verdana,9,bi,13
4,Verdana,9,bi,13
5,Verdana,9,bi,14
6,Verdana,9,bi,13
7,Verdana,9,bi,14
8,Verdana,9,bi,13
9,Verdana,9,bi,13
:,Verdana,9,bi,7
;,Verdana,9,bi,9
<,Verdana,9,bi,16
=,Verdana,9,bi,16
>,Verdana,9,bi,16
?,Verdana,9,bi,12
@,Verdana,9,bi,17
A,Verdana,9,bi,15
B,Verdana,9,bi,14
C,Verdana,9,bi,14
D,Verdana,9,bi,15
E,Verdana,9,bi,13
F,Verdana,9,bi,14
G,Verdana,9,bi,16
H,Verdana,9,bi,16
I,Verdana,9,bi,11
J,Verdana,9,bi,12
K,Verdana,9,bi,16
L,Verdana,9,bi,11
M,Verdana,9,bi,18
N,Verdana,9,bi,16
O,Verdana,9,bi,15
P,Verdana,9,bi,14
Q,Verdana,9,bi,15
R,Verdana,9,bi,14
S,Verdana,9,bi,14
T,Verdana,9,bi,14
U,Verdana,9,bi,16
V,Verdana,9,bi,16
W,Verdana,9,bi,22
X,Verdana,9,bi,17
Y,Verdana,9,bi,15
Z,Verdana,9,bi,14
[,Verdana,9,bi,10
\,Verdana,9,bi,12
],Verdana,9,bi,10
^,Verdana,9,bi,16
_,Verdana,9,bi,15
`,Verdana,9,bi,13
a,Verdana,9,bi,12
b,Verdana,9,bi,13
c,Verdana,9,bi,12
d,Verdana,9,bi,14
e,Verdana,9,bi,12
f,Verdana,9,bi,11
g,Verdana,9,bi,13
h,Verdana,9,bi,13
i,Verdana,9,bi,7
j,Verdana,9,bi,11
k,Verdana,9,bi,13
l,Verdana,9,bi,7
m,Verdana,9,bi,19
n,Verdana,9,bi,13
o,Verdana,9,bi,12
p,Verdana,9,bi,14
q,Verdana,9,bi,13
r,Verdana,9,bi,10
s,Verdana,9,bi,12
t,Verdana,9,bi,9
u,Verdana,9,bi,13
v,Verdana,9,bi,13
w,Verdana,9,bi,19
x,Verdana,9,bi,14
y,Verdana,9,bi,13
z,Verdana,9,bi,13
{,Verdana,9,bi,13
|,Verdana,9,bi,10
},Verdana,9,bi,13
~,Verdana,9,bi,16
 ,Verdana,11,,8
!,Verdana,11,,9
"""",Verdana,11,,10
#,Verdana,11,,18
$,Verdana,11,,14
%,Verdana,11,,24
&,Verdana,11,,16
',Verdana,11,,6
(,Verdana,11,,10
),Verdana,11,,10
*,Verdana,11,,14
+,Verdana,11,,18
",",Verdana,11,,8
-,Verdana,11,,10
.,Verdana,11,,8
/,Verdana,11,,10
0,Verdana,11,,14
1,Verdana,11,,14
2,Verdana,11,,14
3,Verdana,11,,14
4,Verdana,11,,14
5,Verdana,11,,14
6,Verdana,11,,14
7,Verdana,11,,14
8,Verdana,11,,14
9,Verdana,11,,14
:,Verdana,11,,10
;,Verdana,11,,10
<,Verdana,11,,18
=,Verdana,11,,18
>,Verdana,11,,18
?,Verdana,11,,12
@,Verdana,11,,22
A,Verdana,11,,15
B,Verdana,11,,15
C,Verdana,11,,15
D,Verdana,11,,17
E,Verdana,11,,14
F,Verdana,11,,13
G,Verdana,11,,17
H,Verdana,11,,17
I,Verdana,11,,10
J,Verdana,11,,10
K,Verdana,11,,15
L,Verdana,11,,12
M,Verdana,11,,19
N,Verdana,11,,16
O,Verdana,11,,17
P,Verdana,11,,13
Q,Verdana,11,,17
R,Verdana,11,,15
S,Verdana,11,,15
T,Verdana,11,,14
U,Verdana,11,,16
V,Verdana,11,,15
W,Verdana,11,,22
X,Verdana,11,,15
Y,Verdana,11,,14
Z,Verdana,11,,15
[,Verdana,11,,10
\,Verdana,11,,10
],Verdana,11,,10
^,Verdana,11,,18
_,Verdana,11,,14
`,Verdana,11,,14
a,Verdana,11,,13
b,Verdana,11,,14
c,Verdana,11,,11
d,Verdana,11,,14
e,Verdana,11,,13
f,Verdana,11,,8
g,Verdana,11,,14
h,Verdana,11,,14
i,Verdana,11,,6
j,Verdana,11,,8
k,Verdana,11,,13
l,Verdana,11,,6
m,Verdana,11,,21
n,Verdana,11,,14
o,Verdana,11,,13
p,Verdana,11,,14
q,Verdana,11,,14
r,Verdana,11,,9
s,Verdana,11,,11
t,Verdana,11,,9
u,Verdana,11,,14
v,Verdana,11,,13
w,Verdana,11,,18
x,Verdana,11,,13
y,Verdana,11,,13
z,Verdana,11,,12
{,Verdana,11,,14
|,Verdana,11,,10
},Verdana,11,,14
~,Verdana,11,,18
 ,Verdana,11,b,8
!,Verdana,11,b,9
"""",Verdana,11,b,13
#,Verdana,11,b,19
$,Verdana,11,b,16
%,Verdana,11,b,28
&,Verdana,11,b,19
',Verdana,11,b,7
(,Verdana,11,b,12
),Verdana,11,b,12
*,Verdana,11,b,16
+,Verdana,11,b,19
",",Verdana,11,b,8
-,Verdana,11,b,11
.,Verdana,11,b,8
/,Verdana,11,b,15
0,Verdana,11,b,16
1,Verdana,11,b,16
2,Verdana,11,b,16
3,Verdana,11,b,16
4,Verdana,11,b,16
5,Verdana,11,b,16
6,Verdana,11,b,16
7,Verdana,11,b,16
8,Verdana,11,b,16
9,Verdana,11,b,16
:,Verdana,11,b,9
;,Verdana,11,b,9
<,Verdana,11,b,19
=,Verdana,11,b,19
>,Verdana,11,b,19
?,Verdana,11,b,14
@,Verdana,11,b,21
A,Verdana,11,b,17
B,Verdana,11,b,17
C,Verdana,11,b,16
D,Verdana,11,b,18
E,Verdana,11,b,15
F,Verdana,11,b,14
G,Verdana,11,b,18
H,Verdana,11,b,18
I,Verdana,11,b,12
J,Verdana,11,b,12
K,Verdana,11,b,17
L,Verdana,11,b,14
M,Verdana,11,b,21
N,Verdana,11,b,19
O,Verdana,11,b,19
P,Verdana,11,b,16
Q,Verdana,11,b,19
R,Verdana,11,b,17
S,Verdana,11,b,16
T,Verdana,11,b,15
U,Verdana,11,b,18
V,Verdana,11,b,17
W,Verdana,11,b,25
X,Verdana,11,b,17
Y,Verdana,11,b,16
Z,Verdana,11,b,15
[,Verdana,11,b,12
\,Verdana,11,b,15
],Verdana,11,b,12
^,Verdana,11,b,19
_,Verdana,11,b,16
`,Verdana,11,b,16
a,Verdana,11,b,15
b,Verdana,11,b,15
c,Verdana,11,b,13
d,Verdana,11,b,15
e,Verdana,11,b,15
f,Verdana,11,b,9
g,Verdana,11,b,15
h,Verdana,11,b,16
i,Verdana,11,b,8
j,Verdana,11,b,9
k,Verdana,11,b,15
l,Verdana,11,b,8
m,Verdana,11,b,23
n,Verdana,11,b,16
o,Verdana,11,b,15
p,Verdana,11,b,15
q,Verdana,11,b,15
r,Verdana,11,b,11
s,Verdana,11,b,13
t,Verdana,11,b,10
u,Verdana,11,b,16
v,Verdana,11,b,14
w,Verdana,11,b,22
x,Verdana,11,b,15
y,Verdana,11,b,14
z,Verdana,11,b,13
{,Verdana,11,b,16
|,Verdana,11,b,12
},Verdana,11,b,16
~,Verdana,11,b,19
 ,Verdana,11,i,8
!,Verdana,11,i,9
"""",Verdana,11,i,11
#,Verdana,11,i,18
$,Verdana,11,i,14
%,Verdana,11,i,24
&,Verdana,11,i,16
',Verdana,11,i,7
(,Verdana,11,i,11
),Verdana,11,i,11
*,Verdana,11,i,14
+,Verdana,11,i,18
",",Verdana,11,i,9
-,Verdana,11,i,10
.,Verdana,11,i,8
/,Verdana,11,i,14
0,Verdana,11,i,14
1,Verdana,11,i,14
2,Verdana,11,i,14
3,Verdana,11,i,14
4,Verdana,11,i,14
5,Verdana,11,i,15
6,Verdana,11,i,14
7,Verdana,11,i,15
8,Verdana,11,i,14
9,Verdana,11,i,14
:,Verdana,11,i,10
;,Verdana,11,i,10
<,Verdana,11,i,18
=,Verdana,11,i,18
>,Verdana,11,i,18
?,Verdana,11,i,13
@,Verdana,11,i,22
A,Verdana,11,i,16
B,Verdana,11,i,15
C,Verdana,11,i,16
D,Verdana,11,i,17
E,Verdana,11,i,16
F,Verdana,11,i,15
G,Verdana,11,i,17
H,Verdana,11,i,17
I,Verdana,11,i,10
J,Verdana,11,i,12
K,Verdana,11,i,17
L,Verdana,11,i,12
M,Verdana,11,i,19
N,Verdana,11,i,17
O,Verdana,11,i,17
P,Verdana,11,i,14
Q,Verdana,11,i,17
R,Verdana,11,i,15
S,Verdana,11,i,15
T,Verdana,11,i,16
U,Verdana,11,i,17
V,Verdana,11,i,17
W,Verdana,11,i,24
X,Verdana,11,i,18
Y,Verdana,11,i,17
Z,Verdana,11,i,16
[,Verdana,11,i,11
\,Verdana,11,i,10
],Verdana,11,i,11
^,Verdana,11,i,18
_,Verdana,11,i,17
`,Verdana,11,i,14
a,Verdana,11,i,13
b,Verdana,11,i,14
c,Verdana,11,i,12
d,Verdana,11,i,15
e,Verdana,11,i,13
f,Verdana,11,i,11
g,Verdana,11,i,14
h,Verdana,11,i,14
i,Verdana,11,i,7
j,Verdana,11,i,12
k,Verdana,11,i,14
l,Verdana,11,i,7
m,Verdana,11,i,21
n,Verdana,11,i,14
o,Verdana,11,i,13
p,Verdana,11,i,15
q,Verdana,11,i,14
r,Verdana,11,i,11
s,Verdana,11,i,11
t,Verdana,11,i,10
u,Verdana,11,i,14
v,Verdana,11,i,14
w,Verdana,11,i,19
x,Verdana,11,i,15
y,Verdana,11,i,14
z,Verdana,11,i,14
{,Verdana,11,i,15
|,Verdana,11,i,10
},Verdana,11,i,15
~,Verdana,11,i,18
 ,Verdana,11,bi,8
!,Verdana,11,bi,10
"""",Verdana,11,bi,14
#,Verdana,11,bi,19
$,Verdana,11,bi,16
%,Verdana,11,bi,28
&,Verdana,11,bi,19
',Verdana,11,bi,8
(,Verdana,11,bi,13
),Verdana,11,bi,13
*,Verdana,11,bi,16
+,Verdana,11,bi,19
",",Verdana,11,bi,10
-,Verdana,11,bi,11
.,Verdana,11,bi,8
/,Verdana,11,bi,16
0,Verdana,11,bi,16
1,Verdana,11,bi,16
2,Verdana,11,bi,16
3,Verdana,11,bi,16
4,Verdana,11,bi,16
5,Verdana,11,bi,17
6,Verdana,11,bi,16
7,Verdana,11,bi,17
8,Verdana,11,bi,16
9,Verdana,11,bi,16
:,Verdana,11,bi,9
;,Verdana,11,bi,11
<,Verdana,11,bi,19
=,Verdana,11,bi,19
>,Verdana,11,bi,19
?,Verdana,11,bi,15
@,Verdana,11,bi,21
A,Verdana,11,bi,18
B,Verdana,11,bi,17
C,Verdana,11,bi,17
D,Verdana,11,bi,18
E,Verdana,11,bi,16
F,Verdana,11,bi,16
G,Verdana,11,bi,19
H,Verdana,11,bi,19
I,Verdana,11,bi,13
J,Verdana,11,bi,14
K,Verdana,11,bi,19
L,Verdana,11,bi,14
M,Verdana,11,bi,22
N,Verdana,11,bi,20
O,Verdana,11,bi,19
P,Verdana,11,bi,17
Q,Verdana,11,bi,19
R,Verdana,11,bi,17
S,Verdana,11,bi,17
T,Verdana,11,bi,17
U,Verdana,11,bi,19
V,Verdana,11,bi,19
W,Verdana,11,bi,27
X,Verdana,11,bi,21
