hash;;author;;date;;message;;additions;;additions_kt;;additions_py;;deletions;;deletions_kt;;deletions_py
0d6a8bf6cdd62938d40dad4271574e6d317c4b2d;;Ivan Kupriyanov;;Mon Jan 29 19:07:41 2024 +0100;;coord_polar: introduce PolarBreaksData;;127;;127;;0;;128;;128;;0
323b5dd9e4c248c99afe33d16081efae80e257f2;;Artem Smirnov;;Tue Jan 30 14:26:07 2024 +0100;;Fix docstrings in scales.;;6;;0;;6;;12;;0;;12
ceeefb84126ac4b2609e7525e280758473577541;;Igor Alshannikov;;Mon Jan 29 20:14:25 2024 -0500;;Remove redundant qualifiers.;;262;;262;;0;;232;;232;;0
ab5ccb4631d1fd5f88822b01294bd2c96302d273;;Olga Larionova;;Mon Jan 29 18:18:18 2024 +0300;;Add parameter `scale_mapper_kind` to color scales (#1004);;121;;0;;121;;57;;0;;57
d04f1915cbbae4745d9dbddad6af6a1da1c2bb66;;Igor Alshannikov;;Fri Jan 26 20:13:38 2024 -0500;;Move code from PlotAssembler to PlotGeomTiles.;;324;;261;;0;;278;;241;;0
5f1c752363feb594a126c4b1ca757efb645c7374;;Igor Alshannikov;;Thu Jan 25 16:08:42 2024 -0500;;Minor cleanup.;;6;;6;;0;;20;;20;;0
ff7a45bf400ff7f8d0937a73ff7877492b6cb021;;Igor Alshannikov;;Thu Jan 25 16:07:30 2024 -0500;;Cleanup PlotFigureLayouter;;3;;3;;0;;7;;7;;0
c614ef02c0f189956cda5e63f3367a8288789252;;Igor Alshannikov;;Wed Jan 24 20:44:45 2024 -0500;;Introduce PlotGeomTilesBuilder;;496;;496;;0;;232;;232;;0
9cfdbef658dc668abb06f7e8c103a6ec1462a906;;Ivan Kupriyanov;;Wed Jan 24 21:39:20 2024 +0100;;coord_polar: change isHScaleContinuous to val;;10;;10;;0;;5;;5;;0
673fcf81593b0b368cb27276f7eae4f7ba94f807;;Ivan Kupriyanov;;Wed Jan 24 21:22:20 2024 +0100;;coord_polar: extract isHScaleContinuous parameter from adjustDomain to property PolarCoordProvider property;;16;;16;;0;;13;;13;;0
537b989c5a291d3c2c55985d7395a5c42b8fc043;;Igor Alshannikov;;Wed Jan 24 13:31:19 2024 -0500;;Minor cleanup.;;35;;35;;0;;34;;34;;0
6aeaaf5dea1c1996a1fa63cf31a2c6aaa517dba9;;Igor Alshannikov;;Tue Jan 23 16:21:16 2024 -0500;;Remove `scaleMap` from PlotConfigFrontend's state.;;116;;116;;0;;89;;89;;0
313ef866701d33f00b8889c3b0561068edae14d0;;Igor Alshannikov;;Tue Jan 23 13:53:30 2024 -0500;;Minor cleanup.;;10;;10;;0;;13;;13;;0
fa0611292d810b621d672b57529ad45366dade73;;Igor Alshannikov;;Tue Jan 23 13:17:34 2024 -0500;;Minor fix in README.md;;1;;0;;0;;1;;0;;0
c5d7bc00170830fc32d83d29eba58bd32d007ce2;;Igor Alshannikov;;Tue Jan 23 13:15:34 2024 -0500;;More "Grammar of Graphics" in README.md;;6;;0;;0;;8;;0;;0
b155029ef1221210eeab0590b1d809392c33f23f;;Igor Alshannikov;;Mon Jan 22 20:30:55 2024 -0500;;Remove unused params from `buildSinglePlotFromProcessedSpecs()`;;5;;5;;0;;14;;14;;0
ea25e306c58c133774a66a83193bd1120d37f65d;;Igor Alshannikov;;Mon Jan 22 14:21:58 2024 -0500;;Add `withMoreLimits()` to discrete transform. Also cleanup code.;;79;;79;;0;;47;;47;;0
783a81e34ea768a0a9b471b36a1c0b2f5138a5f5;;Ivan Kupriyanov;;Fri Jan 19 22:25:07 2024 +0100;;coord_polar: the angle labels are moved away from the coordinate grid, minor refactoring;;191;;85;;0;;437;;53;;0
b838139c8c6f152ba2d48742a34f33618eaed796;;Olga Larionova;;Fri Jan 19 21:34:31 2024 +0300;;Curve Geometry (#1001);;2832;;561;;90;;71;;70;;1
461940ae39c604b48511bc80734c4c6902582952;;Artem Smirnov;;Fri Jan 19 19:31:56 2024 +0100;;Refactor marginal layers building (#999);;59;;0;;59;;39;;0;;39
df77368dc4d462cc9def1bf1364d6c1b6baa568f;;Ivan Kupriyanov;;Fri Jan 19 18:10:00 2024 +0100;;coord_polar: apply an expand for yLim;;39;;6;;0;;40;;10;;0
ab9952c4928075fd18a6db9c7da5a72fbcaf460e;;Ivan Kupriyanov;;Fri Jan 19 17:08:33 2024 +0100;;coord_polar: prevent axis labels auto-rotation, enable manual rotation via theme(axis_text=element_text(angle=...));;115;;27;;0;;100;;16;;0
e095a2b95a1aab8310fea9c23c80cd67e7e1dc15;;Igor Alshannikov;;Thu Jan 18 17:17:03 2024 -0500;;Move breaks -> axis projection to ScaleBreaks;;76;;76;;0;;88;;88;;0
a3bb5b5177ebaefd94cc2804568ad683a8583657;;Igor Alshannikov;;Thu Jan 18 15:55:48 2024 -0500;;Cleanup code in axis layouting.;;270;;270;;0;;156;;156;;0
f140979501c0c5b28f3c6b21ca845481e242fb31;;Ivan Kupriyanov;;Thu Jan 18 18:13:55 2024 +0100;;Introduce gridDomain for PolarFrameOfReference;;149;;70;;0;;156;;77;;0
4fd8381dff3babf879cf3fcf552c1cfe04844fea;;Ivan Kupriyanov;;Wed Jan 17 23:00:17 2024 +0100;;Improved grid for coord_polar, update coord_polar.ipynb;;201;;59;;0;;220;;32;;0
004e981854117075dd9d860a5e7ce1ba5718ac0e;;Ivan Kupriyanov;;Wed Jan 17 21:48:08 2024 +0100;;Remove outer minor circle, update coord_polar.ipynb;;187;;2;;0;;105;;2;;0
f1b5ebb71a2353c5f9df17380e366a95f3d0e3f7;;Ivan Kupriyanov;;Wed Jan 17 21:30:09 2024 +0100;;Update coord_polar.ipynb;;91;;0;;0;;89;;0;;0
4710b6c7e7ef857abb03f9db8fd288e01fcbe506;;Ivan Kupriyanov;;Wed Jan 17 21:16:22 2024 +0100;;Add PolarFrameOfReference;;1231;;940;;0;;251;;132;;0
69c92fe4535099e82df6283704c91d64b44a82f3;;Olga Larionova;;Wed Jan 17 18:56:18 2024 +0300;;Fix #981: bar annotations when zooming-in using coord_cartesian(xlim, ylim).;;32;;29;;0;;20;;19;;0
426c38afe519b0e5051cb1a1f6aba19f0a2ce2dc;;Ivan Kupriyanov;;Wed Jan 17 16:32:19 2024 +0100;;Fix blank major label when labels count is exactly 1;;1;;1;;0;;1;;1;;0
b645ecf071c7d66135538a332c96c6ed628515f0;;Ivan Kupriyanov;;Tue Jan 16 20:34:28 2024 +0100;;The simplest implementation of `parallel_coordinates_plot()`;;135;;0;;0;;233;;0;;0
909f555775f37756acf51a74a4b26c4f16467359;;Ivan Kupriyanov;;Tue Jan 16 17:59:33 2024 +0100;;Fix #855 - tooltip position interpolation for geom_path();;104;;102;;0;;32;;31;;0
06ac9ce68af98994b9866c0f9deb39fbbb03e1cd;;Ivan Kupriyanov;;Mon Jan 15 20:30:41 2024 +0100;;Fix path tooltips with non-linear coordinate systems;;62;;62;;0;;49;;49;;0
2b440e94520506833215cfd8194b426934bd9732;;Ivan Kupriyanov;;Fri Jan 12 21:57:37 2024 +0100;;Multiple lines in parallel_coord_plot.ipynb;;18;;0;;0;;13;;0;;0
f574d7cb3459abbaad88c6377e3ec6f87200e95c;;Ivan Kupriyanov;;Fri Jan 12 21:48:56 2024 +0100;;Multiple lines in parallel_coord_plot.ipynb;;177;;0;;0;;21;;0;;0
7428d4d441bb63603b040705cf1cdd2008599113;;Ivan Kupriyanov;;Fri Jan 12 17:56:02 2024 +0100;;Add dev notebook parallel_coord_plot.ipynb;;297;;0;;0;;0;;0;;0
16a7922360a9960a620badc221cdf86a73b3717a;;Artem Smirnov;;Fri Jan 12 17:50:19 2024 +0100;;Small fix in docstrings for the exponent_format parameter.;;4;;0;;4;;2;;0;;2
dbbf60aa89d7f585b5781d1b27ff1872af1f9889;;Ivan Kupriyanov;;Fri Jan 12 17:34:50 2024 +0100;;Add dev notebook radar_plot.ipynb;;384;;0;;0;;0;;0;;0
79f304baae08c1d5d4a5d7d303a3eeb6e35338da;;Ivan Kupriyanov;;Fri Jan 12 13:16:19 2024 +0100;;Rename PlotSpecEditorDemo to PlotSpecDebugger;;5;;0;;0;;5;;0;;0
01a8879b0930cb8733ecc45818442a4c4e9a6d38;;Ivan Kupriyanov;;Thu Jan 11 21:41:15 2024 +0100;;Hover mode for geom_path() tooltips, similar to geom_livemap();;123;;123;;0;;100;;100;;0
e4379af0323a26f7383bb753075e44f7b8ad4d81;;Olga Larionova;;Thu Jan 11 19:34:31 2024 +0300;;Fix #992: wrong position of general tooltip for `geom_errorbar()`.;;3;;1;;0;;1;;1;;0
406bdec7164b7c313dfa26b0f8fe8e9742c77971;;Igor Alshannikov;;Wed Jan 10 15:47:40 2024 -0500;;Update (с);;1;;0;;0;;1;;0;;0
c0956bcb49bb2b915dd29564e0d8cc37590f3637;;Ivan Kupriyanov;;Wed Jan 10 23:04:45 2024 +0300;;coord_polar: axis, ticks, labels, xlim/ylim (#979);;2747;;549;;10;;1153;;153;;2
5c7618b2b7077b97b2b24b6ccf597d89ea88594e;;Valentin Dovidaytis;;Wed Jan 10 18:53:27 2024 +0100;;Move jvm-package build scripts to KTS;;400;;0;;0;;375;;0;;0
38606acff2b101e7787fd25c9999b5e44ad329a5;;Igor Alshannikov;;Wed Jan 3 20:55:10 2024 -0500;;Update some demos.;;151;;0;;0;;57;;0;;0
